gmeLabel,flag
"Oost-, West- en Middelbeers",http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Oost-%2C%20West-%20en%20Middelbeers.png
Raamsdonk,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Raamsdonk.png
Rijsbergen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Rijsbergen.png
Roosendaal en Nispen,http://commons.wikimedia.org/wiki/Special:FilePath/Roosendaal%20vlag.svg
Sambeek,
Sint Anthonis en Ledeacker,
Soerendonk en Sterksel,
Velp,
Putte,http://commons.wikimedia.org/wiki/Special:FilePath/Putte%20%28NL%29%20gemeentevlag.svg
Reusel,
Ravenstein,http://commons.wikimedia.org/wiki/Special:FilePath/Vlag%20Ravenstein.png
Meierijstad,http://commons.wikimedia.org/wiki/Special:FilePath/Meierijstad%20vlag.svg
Woensel,
Altena,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Altena.svg
Ossendrecht,http://commons.wikimedia.org/wiki/Special:FilePath/Ossendrecht%20vlag.svg
Vierlingsbeek,
's Gravenmoer,http://commons.wikimedia.org/wiki/Special:FilePath/%27s%20Gravenmoer%20vlag.svg
Sprang-Capelle,
Westerhoven,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Westerhoven.png
Beers,
Mierlo,
Maarheeze,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Maarheeze.png
Alem,
Geffen,
Aarle-Rixtel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Aarle-Rixtel.png
Oerle,
Nuland,http://commons.wikimedia.org/wiki/Special:FilePath/Nuland%20vlag%201976-1993.svg
Meeuwen,
Eethen,
Nistelrode,http://commons.wikimedia.org/wiki/Special:FilePath/Vlag%20nistelrode.gif
Luyksgestel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Luykgestel.png
Liempde,http://commons.wikimedia.org/wiki/Special:FilePath/Liempde%20vlag.svg
Oeffelt,http://commons.wikimedia.org/wiki/Special:FilePath/Oeffelt%20vlag.svg
Oudenbosch,http://commons.wikimedia.org/wiki/Special:FilePath/Oudenbosch%20vlag.svg
Lieshout,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20lieshout.png
Heeswijk-Dinther,http://commons.wikimedia.org/wiki/Special:FilePath/Heeswijk-Dinther%20vlag.svg
Schaijk,
Sint-Oedenrode,http://commons.wikimedia.org/wiki/Special:FilePath/Sint-Oedenrode%20vlag.svg
Escharen,
Beek,
Haage,
Maashorst,
Bergeyk,
Riethoven,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Riethoven.png
Rijswijk,http://commons.wikimedia.org/wiki/Special:FilePath/Rijswijk%20%28NB%29%20vlag.svg
Kessel,
Woudrichem,http://commons.wikimedia.org/wiki/Special:FilePath/Woudrichem%20vlag.svg
Zundert,http://commons.wikimedia.org/wiki/Special:FilePath/Zundert%20vlag.svg
Tilburg,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Tilburg.svg
"Soerendonk, Sterksel en Gastel",
Haps,http://commons.wikimedia.org/wiki/Special:FilePath/Haps%20vlag.svg
Hooge en Lage Mierde,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Hooge%20en%20Lage%20Mierde.png
Waalwijk,http://commons.wikimedia.org/wiki/Special:FilePath/Waalwijk%20vlag.svg
Dommelen,
Haren en Macharen,
Gastel,
"Alem, Maren en Kessel",
Made,
Budel,http://commons.wikimedia.org/wiki/Special:FilePath/Budel%20vlag.svg
Den Dungen,http://commons.wikimedia.org/wiki/Special:FilePath/Vlag%20Den%20Dungen.gif
"Megen, Haren en Macharen",http://commons.wikimedia.org/wiki/Special:FilePath/Megen%2C%20Haren%20en%20Macharen%20vlag.svg
Engelen,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Engelen.svg
Linden,
Bakel en Milheeze,http://commons.wikimedia.org/wiki/Special:FilePath/Gemeente%20vlag%20Bakel%20Milheeze.png
Gestel en Blaarthem,
Bakel,
Megen,
Heeswijk,
Moergestel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Moergestel.png
Oud en Nieuw Gastel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Oud%20en%20Nieuw%20Gastel.png
Empel en Meerwijk,
Deursen en Dennenburg,
Vlijmen,http://commons.wikimedia.org/wiki/Special:FilePath/Vlijmen%20vlag.svg
Strijp,
Berghem,http://commons.wikimedia.org/wiki/Special:FilePath/Berghem%20vlag.svg
Zesgehuchten,
"Vessem, Wintelre en Knegsel",
Hooge en Lage Zwaluwe,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Hooge%20en%20Lage%20Zwaluwe.png
Nederwetten en Eckart,
Dinteloord en Prinsenland,http://commons.wikimedia.org/wiki/Special:FilePath/Dinteloord%20en%20Prinsenland%20vlag.svg
Ginneken en Bavel,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Ginneken%20en%20Bavel.svg
"Dieden, Demen en Langel",
Hoeven,http://commons.wikimedia.org/wiki/Special:FilePath/Hoeven%20vlag.svg
Helvoirt,http://commons.wikimedia.org/wiki/Special:FilePath/Helvoirt%20vlag.svg
Duizel en Steensel,
Terheijden,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Terheijden.svg
Zeeland,http://commons.wikimedia.org/wiki/Special:FilePath/Zeeland%20%28NB%29%20vlag.svg
Nieuw-Ginneken,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Nieuw-Ginneken.svg
"Drongelen, Haagoort, Gansoijen en Doeveren",
Beugen en Rijkevoort,
Standdaarbuiten,http://commons.wikimedia.org/wiki/Special:FilePath/Flag%20of%20Standdaarbuiten.png
Tongelre,
Vlijmen en Engelen,
Maren,
"Dussen, Munster en Muilkerk",
Dussen,http://commons.wikimedia.org/wiki/Special:FilePath/Dussen%20vlag.svg
"Heesbeen, Eethen en Genderen",
Genderen,
Almkerk,
Land van Cuijk,http://commons.wikimedia.org/wiki/Special:FilePath/Vlag%20Land%20van%20Cuijk.svg
